"";"ID";"Age";"Gender";"Education";"Country";"Ethnicity";"NScore";"EScore";"OScore";"AScore";"CScore";"Alcohol";"Amphet";"Amyl";"Benzos";"Caff";"Cannabis";"Choc";"Cokes";"Crack";"Ecstasy";"Heroin";"Ketamine";"Legalh";"LSD";"Meth";"Mushrooms";"Nicotine";"Semer";"VSA";"alcohol_user";"ecstasy_user";"cannabis_user";"stimulating_user"
"1658";1661;"35-44";"Female";"Professional certificate/ diploma";"UK";"White";"Average";"Low";"High";"Very Low";"Very Low";"Used in Last Year";"Used in Last Week";"Used in Last Decade";"Used in Last Year";"Used in Last Week";"Used in Last Year";"Used in Last Day";"Used in Last Month";"Used in Last Decade";"Used in Last Year";"Used in Last Decade";"Used in Last Decade";"Used in Last Decade";"Used in Last Decade";"Used in Last Day";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";1;1;1;1
"1659";1662;"18-24";"Female";"Left school before 16 years";"UK";"White";"Very Low";"Low";"Low";"Average";"Low";"Used in Last Decade";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Day";"Used in Last Day";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";0;0;1;0
"1660";1663;"25-34";"Male";"Professional certificate/ diploma";"Other";"White";"Very Low";"Average";"Average";"Average";"Low";"Used in Last Week";"Used in Last Decade";"Used in Last Decade";"Used in Last Year";"Used in Last Day";"Used in Last Day";"Used in Last Day";"Used in Last Month";"Used in Last Decade";"Used in Last Month";"Never Used";"Used in Last Decade";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";1;1;1;1
"1661";1664;"25-34";"Female";"Some college or university, no certificate or degree";"UK";"White";"Very Low";"Low";"Low";"Average";"Low";"Used in Last Month";"Used in Last Year";"Used in Last Decade";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Day";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Used in Last Decade";"Used in Last Month";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Month";"Never Used";"Never Used";1;1;1;1
"1662";1665;"25-34";"Female";"Doctorate degree";"UK";"White";"Low";"Low";"Average";"Average";"Low";"Used in Last Week";"Used in Last Decade";"Used in Last Decade";"Used in Last Month";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Used in Last Year";"Used in Last Decade";"Used in Last Year";"Never Used";"Used in Last Decade";"Used in Last Decade";"Used in Last Decade";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";1;1;0;1
"1663";1666;"25-34";"Female";"University degree";"UK";"White";"Very Low";"Low";"Low";"High";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1664";1667;"18-24";"Male";"Some college or university, no certificate or degree";"UK";"White";"Low";"Average";"High";"Low";"Low";"Used in Last Month";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Week";"Used in Last Day";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Year";"Used in Last Year";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Used in Last Decade";1;1;1;1
"1665";1668;"25-34";"Female";"Doctorate degree";"Australia";"White";"Low";"Low";"Low";"Low";"Average";"Used in Last Year";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Used in Last Decade";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1666";1669;"35-44";"Male";"Professional certificate/ diploma";"UK";"White";"Low";"Very Low";"Low";"Low";"Average";"Used in Last Year";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"1667";1670;"35-44";"Female";"University degree";"Australia";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1668";1671;"45-54";"Male";"University degree";"UK";"White";"Low";"Very Low";"Very Low";"Low";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Never Used";1;0;0;0
"1669";1672;"55-64";"Male";"University degree";"UK";"White";"Low";"Low";"Average";"Average";"Very Low";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1670";1673;"25-34";"Female";"University degree";"UK";"White";"Very Low";"Low";"Low";"Average";"Very Low";"Used in Last Year";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1671";1674;"25-34";"Male";"Professional certificate/ diploma";"Republic of Ireland";"White";"Very Low";"Low";"Average";"Average";"Average";"Used in Last Year";"Used in Last Year";"Never Used";"Never Used";"Used in Last Day";"Used in Last Month";"Used in Last Week";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Never Used";"Used in Last Month";"Used in Last Year";"Never Used";"Used in Last Decade";"Used in Last Month";"Never Used";"Never Used";1;1;1;1
"1672";1675;"45-54";"Male";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Low";"Low";"High";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Decade";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1673";1676;"35-44";"Male";"Professional certificate/ diploma";"UK";"White";"Very Low";"Average";"Very Low";"Low";"Low";"Used in Last Week";"Never Used";"Used over a Decade Ago";"Used in Last Month";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1674";1677;"25-34";"Female";"University degree";"UK";"White";"High";"Very Low";"Low";"Average";"Low";"Used in Last Year";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1675";1678;"18-24";"Female";"Some college or university, no certificate or degree";"USA";"White";"Average";"Low";"Average";"Average";"Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Month";"Used in Last Day";"Used in Last Day";"Used in Last Week";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Month";"Never Used";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";1;1;1;0
"1676";1679;"45-54";"Female";"Professional certificate/ diploma";"UK";"White";"Very Low";"Average";"Very Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1677";1680;"18-24";"Female";"University degree";"UK";"White";"Low";"Low";"Average";"Very Low";"Average";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1678";1681;"18-24";"Female";"University degree";"UK";"White";"Low";"Average";"Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";1;0;0;0
"1679";1682;"45-54";"Female";"Some college or university, no certificate or degree";"UK";"White";"Very Low";"Average";"Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1680";1683;"45-54";"Male";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Low";"Low";"Low";"Used in Last Week";"Used in Last Decade";"Used in Last Decade";"Used over a Decade Ago";"Used in Last Day";"Used in Last Year";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Used in Last Decade";"Used in Last Decade";"Never Used";"Never Used";1;0;1;0
"1681";1684;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"Black";"Low";"Very Low";"Average";"Average";"Very Low";"Used in Last Month";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Year";"Used in Last Decade";"Used in Last Year";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";1;0;1;1
"1682";1685;"25-34";"Male";"University degree";"USA";"White";"Low";"Very Low";"Average";"Average";"Low";"Used in Last Week";"Used in Last Decade";"Used in Last Year";"Used in Last Week";"Used in Last Day";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Used in Last Decade";"Used in Last Decade";"Used in Last Year";"Used in Last Year";"Never Used";"Never Used";1;0;1;0
"1683";1686;"18-24";"Female";"Some college or university, no certificate or degree";"USA";"Black";"Average";"Very Low";"Average";"Low";"Very Low";"Used in Last Month";"Used in Last Week";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Week";"Used in Last Day";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Used in Last Month";"Used in Last Month";"Never Used";"Never Used";1;1;1;1
"1684";1687;"35-44";"Female";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1685";1688;"25-34";"Female";"Professional certificate/ diploma";"Canada";"White";"Average";"Very Low";"Low";"High";"Low";"Used in Last Day";"Used in Last Decade";"Never Used";"Used in Last Week";"Used in Last Week";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1686";1689;"25-34";"Female";"Masters degree";"USA";"White";"Low";"Average";"High";"Average";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Month";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Used in Last Month";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Never Used";1;0;1;0
"1687";1690;"35-44";"Male";"Some college or university, no certificate or degree";"USA";"White";"Average";"Very Low";"Low";"Very Low";"Low";"Used in Last Day";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Day";"Used in Last Year";"Used in Last Month";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Year";"Never Used";"Used over a Decade Ago";1;0;1;0
"1688";1691;"25-34";"Male";"Some college or university, no certificate or degree";"Other";"White";"Average";"Very Low";"Average";"Average";"Low";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Year";1;0;1;0
"1689";1692;"25-34";"Female";"Doctorate degree";"UK";"White";"Very Low";"Average";"Average";"High";"Low";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1690";1693;"25-34";"Female";"University degree";"UK";"White";"Low";"Low";"Low";"Average";"Low";"Used in Last Week";"Never Used";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1691";1694;"25-34";"Female";"University degree";"UK";"White";"Very Low";"Average";"Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1692";1695;"45-54";"Male";"Masters degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Low";"Used in Last Day";"Used in Last Decade";"Never Used";"Used in Last Decade";"Used in Last Day";"Used in Last Year";"Used in Last Week";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;1;0
"1693";1696;"35-44";"Male";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Average";"Low";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";1;0;0;0
"1694";1697;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Low";"Very Low";"Low";"Average";"Low";"Used in Last Year";"Never Used";"Never Used";"Used in Last Week";"Used in Last Week";"Used in Last Month";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";1;0;1;0
"1695";1698;"55-64";"Male";"Doctorate degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Average";"Used in Last Day";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Used in Last Decade";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"1696";1699;"45-54";"Female";"University degree";"UK";"White";"Low";"Low";"Average";"Low";"Average";"Used in Last Month";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
